水温,pH,溶解氧,高锰酸钾,氨氮,总磷,总氮,电导率,浊度,433-453,458-523,543-578,650-680,698-713,733-748,773-793,785-900,855-875,935-955,1565-1655,2100-2280
17.2,8.98,15.98,3.62,0.025,0.023,1.41,267.2,19.8,3.16,8.23,8.9,9.2,8.08,8.07,6.57,10.39,8.06,8.63,7.16,6.58
18,7.48,8.94,1.86,0.025,0.032,1.25,171.8,4.4,2.72,5.79,6.92,7.61,8.62,8.28,9.14,11.08,9.92,4.61,11.8,11.58
19.2,8.25,10.73,2.03,0.025,0.032,0.9,128.3,9.4,2.66,2.58,4.84,2.47,3.21,1.16,1.62,1.2,1.26,2.22,1.44,1.2
20.5,7.34,8.25,0.55,0.025,0.005,0.53,103.2,5.7,3.97,4.32,4.65,1.22,0.89,0.47,0.5,0.39,0.25,0.01,0.4,0.34
18,9,11,2.32,0.025,0.03,0.73,144.2,10.9,2.91,2.89,5.11,2.84,3.16,1.43,1.79,1.28,1.23,0.95,1.2,0.74
20.2,6.87,5.11,2.28,0.027,0.039,3.32,211,16.8,5.46,8.27,10.98,9.9,12.11,11.95,12.55,10.18,10.92,8.92,10.54,9.84
21.8,8.7,8.33,2.82,0.62,0.026,1.63,50358.4,42.4,10.31,11.54,14.12,12.32,12.53,11.53,11.71,12.72,11.92,16.79,11.39,9.98
19.3,8.25,7.45,2.62,0.54,0.041,0.93,30473.5,7,3.97,6.67,8.57,8.1,7.47,6.34,6.72,10.01,7.71,2.34,9.42,7.98
18.2,7.57,9.16,1.19,0.025,0.012,1.48,175.6,5.7,2.96,3.43,5.23,2.96,2.24,0.76,0.72,1,0.83,0.81,0.83,0.5
19.9,8.04,9.8,2.03,0.025,0.015,1.12,162.1,8.7,3.5,9.07,10.42,10.66,8.47,8.48,7.93,10.18,8,4.15,8.26,7.71
18.8,7.51,9.28,0.81,0.025,0.052,1.63,199.5,16.8,2.78,3.71,5.65,2.62,2.05,1,1.08,0.86,1.26,0.06,1.02,0.87
19.2,7.23,6.1,2.63,0.493,0.074,3.24,290,35.4,2.05,0.86,1.35,0.93,4.05,4.52,4.59,1.47,5.13,2.22,5.99,5.39
20.7,8.03,9.15,1.87,0.025,0.017,1.32,168.1,23,5.64,3.97,6.83,4.09,4.85,2.92,2.29,1.71,2.24,9.53,3.61,2.49
19.5,6.88,7.43,2.48,0.097,0.066,2,204.1,9.3,2.56,1.84,2.99,1.98,4.26,3.45,2.06,1.01,3.09,3.08,3.89,3.39
19.8,7.22,8.2,2.62,0.275,0.05,2.07,12498.3,8.3,4.02,5.26,6.6,4.33,3.74,3.19,3.62,3.01,3.25,5.74,1.97,1.27
20.3,7.23,8.93,0.66,0.025,0.026,1.72,249.2,3.7,5.06,9.49,12.1,13.32,14.46,14.36,16.71,16.04,16.56,17.34,15.11,13.79
18.5,7.68,9.37,0.64,0.025,0.009,1.89,241.9,7.3,4.87,9.82,13.1,16.06,15.78,17.04,18.24,18.71,15.52,5.39,19.61,16.55
19,7.65,8.55,0.99,0.025,0.044,1.14,199,35.8,5.55,8.47,14.76,15.12,13.05,5.6,6.16,5.03,4.07,2.73,1.27,1.04
19.9,7.83,9.28,0.68,0.025,0.021,1.85,264.6,14.3,3.91,5.58,8,4.15,3.34,2.19,1.98,1.69,1.9,1.56,1.63,1.08
19.9,7.23,7.61,2.58,0.078,0.065,1.99,201.1,13.2,5.24,4.84,6.62,4.87,7.69,6.85,7.77,3.32,6.62,3.61,7.79,7
21.5,7.11,7.08,2.04,0.2,0.141,2.06,0.2,27.3,5.85,6.74,8.6,6.19,5.82,3.79,3.56,2.82,2.68,1.5,1.47,1.24
20.1,7.34,8.57,2.97,0.44,0.109,2.55,2809.5,36.3,9.14,11.08,13.6,12.6,12.55,10.15,9.28,9.84,8.61,5.78,8.21,8.41
21.1,7.21,9.39,3.2,0.197,0.099,2.5,660.7,24.7,6.35,7,8.21,7.66,8.89,7.03,6.66,6.25,6.4,4.28,6.01,4.33
21.1,7.18,8.66,2.6,0.227,0.051,2.22,11047.9,11.8,7.83,7.38,9.23,6.8,6.89,5.94,5.79,5.25,5.35,9.67,2.64,1.75
19.6,7.76,9.66,0.8,0.025,0.019,1.85,252.7,8.9,6.6,7.03,10.24,9.1,12.28,18.63,21.13,12.08,20.7,11.8,14.17,10.17
21.3,7.35,7.09,3.06,0.025,0.062,2.82,340.9,11.4,7,7.78,9.34,7.78,7.45,4.21,3.9,3.43,2.9,1.21,1.19,0.79
20.9,6.44,5.46,3.75,0.648,0.084,1.5,12955.4,14.1,8.78,8.63,9.18,8.41,12.14,10.89,11.04,8.1,10.73,7.86,8.95,6.83
20.4,8,9.55,0.67,0.025,0.007,1.96,277.9,13.2,6.06,6.67,9.1,5.16,4.5,2.83,2.55,2.38,2.32,0.91,1.01,0.57
20,7.78,9.58,0.67,0.025,0.019,2.01,262.9,12.1,5.05,5.66,7.72,4.08,3.49,2.39,2.4,1.69,2.35,1.48,1.67,1.4
21,8.03,10.25,1.64,0.025,0.03,1.9,265,13.8,5.27,4.89,7.35,4.12,3.82,1.42,1.73,1.34,1.29,0.06,0.9,0.76
19.9,8.62,11.3,2.9,0.025,0.037,1.93,284.5,13,4.26,3.83,6.51,3.6,4.3,2.03,2.09,1.71,1.67,4.25,1.02,0.94
20.9,7.83,8.5,1.09,0.025,0.019,2.11,330.5,23,6.21,5.81,7.5,8.16,7.91,6.78,6.79,8.69,6.45,8.66,7.86,6.56
20.4,7.95,8.09,1.77,0.276,0.055,1.48,8936.6,22.3,8.8,9.88,12.38,9.54,8.68,5.18,5.09,4.42,4.09,2.26,1.95,1.48
20.6,8.22,10.25,1.48,0.025,0.048,1.84,238.5,32,7.93,10.72,13.66,13.06,16.29,21.62,24.57,22.1,26,19.21,22.68,17.61
20.5,7.77,7.36,1.24,0.249,0.076,2.58,7223.6,23.9,8.13,9.4,10.86,11.14,9.15,7.75,7.48,10.5,7.29,4.88,8.33,7.25
20.7,8.01,8.3,1.4,0.043,0.054,1.66,3032.4,40.2,5.45,9.71,12.88,13.94,14.31,13.97,14.29,14.6,13.82,3.95,12.7,11.97
21.5,7.63,8.34,3.05,0.067,0.056,2.16,445.6,35.4,6.28,6.34,6.38,6.55,9.09,7.71,8.41,5.35,7.52,3.02,7.44,7.11
21.3,7.4,10.84,2.48,0.217,0.049,2.4,1404.6,39.3,4.62,13.28,16.2,16.66,11.01,9.82,11.91,15.86,11.04,2.71,9.71,8.38
21.2,7.47,6.82,4.42,0.151,0.062,3.3,11442.7,24.6,4.85,6.14,8.89,6,5.24,2.23,2.34,1.86,1.54,0.48,0.71,0.33
21.8,7.46,8.43,3.02,0.711,0.137,4.57,452.5,43.7,5.08,5.68,8.18,6.65,6.66,3.33,3.62,2.81,2.58,1.68,1.37,1.03
19.8,7.48,6.7,1.63,0.087,0.053,2.51,290.1,188.6,5.96,6.22,9.17,7.11,6.42,2.77,2.9,2.36,1.99,0.85,1,0.96
22.6,7.81,8.69,2.01,0.095,0.07,2.87,6,36.6,5.73,7.22,10.52,8.42,7.36,2.9,3.05,2.57,1.86,0.56,0.9,0.6
21.3,8.12,7.8,3,0.208,0.05,2.83,18747.5,26.5,6.69,9.38,11.52,9.91,8.24,5.89,5.56,7.52,5.41,3.76,4.6,4.32
20.4,7.58,6.58,5.08,0.068,0.209,6.04,584.6,70.1,5.08,5.85,8.41,6.22,7.75,3.93,3.69,2.9,2.32,0.99,0.98,0.73
22.4,7.48,6.67,5.15,0.158,0.116,4.43,10055.6,231.3,5.94,6.98,9.99,8.41,7.42,3.07,3,2.91,2.2,0.56,0.65,0.74
23.2,7.39,5.89,10.26,0.423,0.216,10.01,8655.9,3444,6.67,7.43,10.17,10.62,10.87,6.5,6.99,5.14,4.46,1.01,0.78,0.69
20.5,7.59,6.94,2.98,0.159,0.097,3.59,1989.1,45,4.9,6.18,9.13,7.75,7.03,2.84,2.74,2.26,1.89,0.34,1.15,0.97
20.6,7.58,7.22,2.58,0.074,0.076,3.2,812.7,40.4,5.42,6.27,9.48,7.76,6.99,2.94,3.11,2.56,2.14,0.73,1.02,1.15
21.9,7.41,9.1,1.63,0.025,0.036,2.23,249.8,19.6,3.56,4.65,7.42,4.36,3.91,1.57,1.69,1.43,1.23,0.49,0.77,0.61
20.8,7.38,7.98,3,0.27,0.059,3.43,509.7,14.1,5.39,4.57,6.68,5.06,4.8,3.06,3.64,2.89,4.1,9.01,3.83,2.56
23.8,7.42,5.92,6.22,0.279,0.183,10.84,8213.6,57.1,5.98,6.28,7.56,6.11,6.37,4.45,4.64,3.97,3.14,5.3,2.88,2.4
20.5,7.1,8.51,1.64,0.542,0.066,1.92,151.1,15.2,4.9,8.36,10.76,10.46,8.96,6.79,7.08,8.6,7.06,1.75,5.01,5.03
19,7.4,9.9,1.49,0.025,0.018,0.96,128.7,5.2,2.2,3.15,5.27,2.61,2.34,1.68,1.3,1.49,1.31,1.77,1.47,0.92
20.3,8.26,10.44,1.92,0.025,0.031,0.92,130.2,9.2,2.76,3.33,5.65,3.13,3.76,1.67,1.73,1.51,1.59,1.64,1.44,1.03
20.5,8.23,9.16,2.26,0.061,0.033,1.71,192,23.1,3.06,4.06,6.21,3.77,3.68,1.61,1.62,1.31,1.13,0.51,0.75,0.59
19.4,8.93,10.9,2.24,0.025,0.027,0.73,139.1,8,2.94,3.1,5.02,2.66,2.88,1.76,1.61,1.81,1.57,0.86,1.22,1.11
20.5,6.83,5.28,2.26,0.068,0.039,3.08,195.3,17.5,5.44,11.88,14.6,15.66,10.29,10.58,10.52,15.32,12.16,5.84,10.66,9.18
20.7,7.39,8.49,0.64,0.025,0.005,0.52,102.5,4.3,3.79,4.57,4.9,1.62,1.27,0.87,0.85,0.7,0.8,0.02,0.54,0.41
17.4,8.64,13.34,2.92,0.025,0.028,1.58,285.1,14,5.44,9.17,10.08,10.14,7.47,7.19,8.7,11.38,8.2,7.6,7.28,5.66
17.5,7.53,9.66,1.68,0.025,0.019,1.02,179.2,3.7,4.79,7.05,8.03,8.81,9.39,9.63,10.14,11.21,10.74,4.45,12.21,11.43
21.4,8.54,10.97,2.03,0.025,0.032,1.18,130.5,5.8,3.39,3.51,5.02,2.74,3.05,1.47,1.76,1.54,1.38,3.7,1.5,1.37
20.4,9.06,11.19,2.32,0.025,0.022,0.66,143.5,6.8,2.75,3.18,4.51,2.25,2.35,1.08,1.7,1.01,0.88,0.53,0.71,0.59
20.8,6.91,6.65,2.48,0.064,0.04,2.97,174.2,12.6,5.29,12.68,16.82,15.94,10.99,10.49,12.25,16.64,11.24,6.1,11.22,10.18
21,7.44,8.59,0.57,0.025,0.005,0.52,102.9,78.9,4.82,5.79,5.85,2.22,1.86,1.27,1.39,1.13,0.9,0.01,0.81,0.57
22.9,8.6,9.05,2.57,0.437,0.024,1.18,44676.3,6.5,4.64,6.17,8.11,4.76,4.1,1.76,1.34,1.66,1.22,3.11,1.2,1.29
21,7.81,8.91,3.61,0.025,0.052,0.92,895.8,7.6,6.22,5.68,7.73,6.62,9.07,9.22,8.9,5.41,9.18,7.16,6.33,6.07
21.3,8.09,9.74,5.1,0.286,0.024,1.56,9924.2,6.2,3.6,3.24,3.9,2.33,3.58,3.8,4.46,1.92,4.31,4.22,4.25,3.29
20.8,8.28,7.77,2.78,0.327,0.036,0.94,31893.9,5.4,3.33,7.47,8.32,8.38,6.52,6.07,7.2,9.62,7.59,1.88,8.81,7.7
19.4,7.52,9.04,1.28,0.025,0.011,1.48,174.9,9.6,4.93,5.88,7.23,4.33,3.42,2.19,1.95,2.05,1.67,0.79,1.2,0.75
21.2,8.13,9.64,1.6,0.025,0.015,1.1,192.3,6.6,3.85,7.36,9.27,8.5,7.09,6.33,7.62,8.69,6.37,4.82,6.06,5.92
20.2,7.37,8.94,0.98,0.025,0.044,1.59,199.7,12.4,3.29,4.71,6.1,3.09,2.54,1.67,1.74,1.48,1.51,0.38,1.11,0.7
19.9,7.52,9.11,2.61,0.167,0.049,2.16,233.3,13.7,3.23,2.77,2.68,2.02,4.74,5.7,5.82,2.48,5.86,2.45,6.46,5.7
21.3,8.25,9.2,1.94,0.025,0.025,1.31,168.5,21.6,6.22,5.9,7.6,4.89,4.3,4.44,4.48,2.4,3.68,11.22,4.13,4.04
20.9,7.19,7.47,2.86,0.048,0.053,1.69,199,6,4.44,5.31,5.99,3.99,5.23,4.62,4.08,2.45,4.75,3.42,3.99,2.99
21.6,8.53,10.47,4.97,0.026,0.064,1.84,232.7,13.1,5.57,12.72,14.7,15.06,14.06,12.73,13.76,15.2,13.1,3.46,11,11.07
21.1,6.5,7.08,2.55,0.075,0.058,2.63,117,53.1,9.79,11.06,16.14,15.84,15.2,9.44,9.31,7.79,7.11,3.84,2.56,1.59
21.9,6.93,8,4.73,0.29,0.054,1.42,5510.2,17.1,5.8,4.22,8.09,4.99,5.58,2.5,2.25,1.84,1.49,6.73,1.79,2.19
20.9,6.97,6.69,3.69,0.077,0.048,3.25,176.7,17.2,5.12,5.12,6.82,5.07,5.25,3.95,3.68,3.23,3.23,1.22,1.24,0.86
21.5,8.85,10.35,5.16,0.025,0.022,1.34,133.3,11.7,5.78,5.87,8.46,5.38,6.48,4.46,4.32,3.73,3.78,2.74,1.5,0.96
21.4,7.26,8.13,2.48,0.251,0.06,2.07,12688.4,10.1,4.44,5.13,6.96,4.75,4.5,3.7,3.77,3.32,3.21,7.26,2.24,1.66
18.2,7.74,9.47,0.8,0.025,0.007,1.88,270.5,5.5,7.27,13.5,17.58,20.34,20.95,21.06,22.33,25.86,22.07,9.96,25.18,23.98
19.6,7.84,10.12,0.82,0.025,0.017,1.88,259.4,9.2,6.41,6.85,9.92,9.43,11.42,18.19,20.69,15.69,21.99,13.09,16.22,11.7
18,7.89,9.95,1.14,0.025,0.005,1.85,278.2,12.8,6.35,11.58,14.3,18.38,20.29,22.4,22.41,22.37,21.85,9.32,24.32,22.78
19.1,7.78,9.35,0.87,0.025,0.046,0.98,209,56.9,5.86,9.04,14.64,14.36,13.52,6.78,7.04,6.01,4.62,2.79,1.52,1.08
19.4,6.94,5.29,3.06,0.297,0.098,2.44,213,25.4,4.47,4.3,5.02,3.6,5.09,4.1,4.9,1.12,4.02,2.03,5.49,5.02
17.1,7.98,10.75,1.56,0.146,0.044,1.78,166.9,6.6,3.89,3.93,6.24,3.6,3.03,0.86,1.84,1.3,1.47,6.08,1.21,1.13
19.4,7.63,8.96,1.94,0.093,0.03,2.91,262.9,10.9,2.68,3.68,5.82,3.46,2.98,1.26,1.3,1.18,0.75,0.31,0.44,0.39
16.9,7.83,9.85,1.75,0.199,0.026,1.77,163.6,6.9,2.11,2.58,4.41,2.45,2.48,1.28,1.27,1.05,0.76,0.41,0.92,0.81
18.1,6.9,5.65,1.7,0.288,0.04,3,182.6,19.4,4.65,13.32,16.7,17.48,10.5,10.49,10.88,16.48,11.7,4.74,10.83,9.39
19.6,7.08,6.13,2.96,0.307,0.081,2.41,225.4,22.9,5.93,4.81,5.52,3.7,7.64,4.6,5.82,1.62,5.1,3.76,5.48,5.51
18.5,7.09,7.01,4.19,0.321,0.075,3.12,16215.8,81.9,8.46,10.28,12.52,10.92,9.89,5.51,5.8,4.82,4.19,1.84,1.7,1.08
19.3,7.79,8.32,1.08,0.025,0.014,2.1,371,10.2,6.03,6.64,7.28,5.99,6.26,3.71,3.65,2.58,3.71,6.98,3.18,2.54
18.8,7.24,4.62,2.52,0.784,0.113,4.19,439.1,24.1,8.8,9.91,10.74,9.69,10.15,7.39,7.43,6.41,6.07,3.79,2.52,1.85
18,6.95,6.78,2.04,0.179,0.056,2.98,302.6,29.7,9.43,10.62,12.16,10.05,9.57,6.06,5.85,5.12,4.67,2.18,2.11,1.4
19.2,7.68,7.43,2.05,0.356,0.076,3.18,6116.2,53.5,5.29,7.34,9.9,6.81,5.86,2.78,2.73,2.21,1.68,0.15,1.15,0.73
20.1,7.9,7.71,3.9,0.358,0.049,3.15,24925.4,70.6,7.51,12.74,14.04,13.42,11.59,9.61,9.6,11.36,8.78,3.56,8.52,8.46
18.3,7.43,5.76,5.5,0.025,0.243,6.16,640.2,71.4,8.07,9.12,10.86,8.8,9.81,7,6.93,6.07,5.45,3.29,2.35,1.61
20.2,7.53,6.83,3.47,0.222,0.08,4.93,10666.5,89.8,8.22,9.95,12.22,9.09,8.04,4.56,4.86,3.76,3.37,1.18,1.71,0.99
20.3,7.4,5.94,3.54,0.468,0.088,5.32,9911.1,96.5,9.58,10.9,12.6,9.76,8.59,5.63,5.43,4.64,4.26,2.24,1.94,1.23
19.1,7.65,7.23,1.95,0.267,0.062,3.21,860.8,16.7,7.87,9.37,11.32,8.85,8.3,4.55,4.6,3.73,3.43,1.58,1.46,1.07
20.3,7.22,8.52,1.82,0.05,0.04,2.21,243.8,19.7,10.53,12,12.86,10.6,10.94,10.55,10.68,12.5,9.99,17.15,9.62,9.53
19.3,7.89,9.28,1.28,0.05,0.026,2.17,294.4,13.6,10.94,12.12,13.28,9.91,9.47,6.98,6.61,5.91,5.44,3.49,2.47,1.57
21.8,7.47,5.88,5.74,0.194,0.117,6.9,18373.8,41.5,5.03,6.18,8.27,6.17,6.56,4.09,4.19,3.26,2.99,2.02,1.77,1.25
18.3,7.7,10.15,1.54,0.033,0.035,1.52,140.9,7.6,2.97,4.31,6.42,3.65,3.56,2.28,2.71,2.13,1.88,1.11,1.43,0.92
18.9,7.26,8.36,0.46,0.025,0.005,0.5,101.3,2.1,3.42,4.5,4.35,1.45,1.24,0.8,0.97,0.86,0.78,0.03,0.43,0.41
15,7.94,9.55,1.36,0.025,0.017,1.44,309,5.9,5.02,8.86,10.44,10.6,8.51,7.54,9.46,10.97,9.05,9.11,7,6.28
14.9,7.6,10.41,2.12,0.025,0.021,0.98,166.1,1.7,4.61,7.55,8.36,8.43,9.45,9.69,10.65,11.01,11.05,5.25,12.38,12.08
19.8,7.08,6.48,2.92,0.171,0.059,2.43,222.4,18.2,3.9,3.23,3.4,2.09,6.6,4.78,4.29,1.09,4.38,3.36,5.94,4.96
17.8,7.85,10.35,1.75,0.074,0.04,1.33,148.4,4.9,4.29,4.08,5.77,3.46,3.63,2.42,2.49,2.01,1.99,1.42,1.94,1.19
18.4,8.95,11.96,1.6,0.025,0.018,1.01,147.3,20.4,4.11,3.79,4.99,3.01,3.54,2.59,2.38,2.02,2.31,0.39,1.42,1.14
19.3,6.87,5.35,1.8,0.301,0.034,3.13,214.2,14.1,6.14,13.26,17,16.08,12.27,10.67,11.56,15.9,12.54,3.98,11.29,9.64
18.6,7.5,8.38,0.66,0.025,0.005,0.49,100.6,2.7,6.17,5.94,6.49,2.87,2.54,1.74,1.53,1.31,1.39,0.01,1.14,0.67
20.1,8.45,8.54,2.62,0.339,0.03,1.43,45613.4,11.1,7.81,8.92,10.96,7,5.68,3.9,3.38,3.25,2.99,3.56,1.95,1.45
19,8.14,9.95,3.75,0.025,0.025,1.32,1385.7,7.7,7.82,7.38,9.41,8.07,11.03,10.61,10.61,7.89,10.42,7.93,9.04,7.46
18,8.19,9.72,5.28,0.069,0.032,1.59,10572.1,7.7,6.58,5.23,6.39,4.56,6.45,5.93,6.13,4.56,6.08,4.72,5.6,5.09
18.7,8.57,8.91,3.5,0.213,0.063,0.88,27223.4,5.6,5.53,6.94,8.54,8.24,9.16,7.65,7.56,9.12,9.89,3.21,10.5,9.26
16.9,7.5,9.43,1.3,0.025,0.013,1.6,184.5,40.8,6.03,5.14,6.25,4.46,4.24,3.08,3.34,2.71,2.76,1.24,1.56,1.08
18.5,7.95,10.86,1.8,0.025,0.016,1.25,202.1,2.5,6.68,9.85,10.94,11.54,9.76,9.3,10.2,12,9.46,6.21,10.04,8.55
17.8,7.44,9.44,1.15,0.025,0.059,1.86,202.5,9.9,4.47,4.99,6.29,3.76,3.24,2.39,2.56,2.13,2.32,0.37,1.27,0.89
18.2,7.31,8.43,3.22,0.62,0.07,3.12,274.2,7.2,4.42,3.5,4.21,3.02,6.51,6.48,7.49,3.15,7.91,2.34,7.73,6.86
19.2,8.17,9.48,1.6,0.025,0.01,1.42,187,18.1,8.21,6.4,8.91,5.71,5.81,4.34,4.35,3.5,3.91,12.27,4.2,3.17
19.4,7.15,7.32,3.32,0.133,0.063,2.09,196,16.1,6.34,5.34,6.53,5.12,6.62,5.06,6.09,3.38,5.43,4.4,4.6,3.57
18,7.96,10.53,1.36,0.025,0.029,1.02,124.5,5.4,2.74,3.27,5.12,2.42,2.31,0.84,1.17,1.01,0.99,1.03,1.18,1.2
18.4,7.48,8.36,0.76,0.025,0.005,0.49,101.4,2.1,3.95,5.02,4.91,1.83,1.32,0.81,0.9,0.72,0.78,0.86,0.7,0.52
14.3,7.58,10.63,2.04,0.28,0.067,2.17,187.9,12.4,16.1,21.14,23.58,24.42,21.41,19.33,20.78,23.34,19.87,15.97,20.7,19.62
14.3,7.27,6.49,5.97,1.785,0.25,4.6,608.9,9.8,14.46,14.26,15.21,13.51,13.51,12.43,12.44,12.34,11.87,13.28,11.6,11.29
15.2,7.36,9.32,3.23,0.226,0.1,3.23,196.6,35.2,15.35,16.64,18.72,17.04,16.44,13.12,13.07,12.78,12.37,12.71,11.48,11.1
15.9,7.11,9.22,1.63,0.271,0.062,2.75,194.5,16.7,16.84,15.74,18.24,15.85,16.03,12.8,13.73,11.98,12.01,22.4,13.72,12.68
15.7,6.55,9.3,3.86,0.643,0.191,3.76,164.5,16.4,15.26,17.3,19.71,18.12,17.87,16.27,16.94,19.89,14.98,20.92,14.92,13.92
16.1,7.01,9.15,5.39,0.924,0.231,4.37,210.6,13,18.19,25.2,26.92,26.86,25.66,24.72,24.18,26.28,25.26,15.46,21.75,21.35
15.9,6.26,8.16,3.39,0.724,0.064,3.85,202.9,25.1,16.39,17.97,22.66,19.84,18.22,13.12,12.92,12.24,11.74,10.8,10.97,10.93
17.4,6.82,9.28,4.1,0.686,0.126,3.7,195,25.5,15.96,16.92,17.25,16.21,16.87,14.78,14.71,15.44,14.38,13.01,13.15,12.5
13.3,7.82,11.08,1.55,0.065,0.07,2.85,264.9,45.2,17.75,17.64,20.52,20.06,21.59,26.49,28.78,22.88,29.1,21.84,24.22,19.33
13.5,7.78,9.75,1.59,0.058,0.067,2.99,274.8,54.4,15.89,17.69,21.18,20.1,20.57,17.18,16.67,13.42,16.29,13.48,15.03,14.22
18.5,7.95,11.31,2.03,0.129,0.058,2.07,137.4,5.4,15.15,15.9,17.99,15.04,14.96,13.01,13.19,12.23,12.42,13.57,12.08,11.64
17.9,6.64,10.03,1.98,0.168,0.066,2.39,135.1,4,13.76,14.5,16.12,13.89,13.92,11.8,11.95,11.44,11.57,10.93,11.3,11
17.1,6.91,9.06,3.95,0.358,0.133,2.71,145.1,28.1,14.4,23.94,28.04,29.76,22.05,20.94,23.26,29.2,22.35,15.12,22.95,22.18
20.8,8.63,9.96,3.71,0.025,0.03,1.2,41116.5,8,15.58,17.75,20.1,15.24,13.89,11.21,10.73,11.38,10.46,12.58,11.42,11.4
20.6,7.3,10.48,3.53,0.045,0.102,2.72,168.3,9.5,14.89,13.18,14.4,12.6,15.84,15.96,14.58,11.43,15.31,16.44,15.97,16.35
22.3,7.88,9.12,5.31,0.094,0.086,3.44,237,8.6,15.14,24.86,25.96,26.98,26.08,24.4,25.35,28.24,24.03,16.62,22.7,22.82
22.4,8.93,11.38,5.7,0.054,0.095,3.28,246.2,11.7,15.17,13.07,14.21,12.75,13.52,12.59,12.42,12.53,12.08,19.46,12.13,11.84
20.6,6.67,9.49,4.38,0.192,0.133,3.98,177.6,6.2,13.66,13.48,15.02,14.6,14.67,13.65,14.18,16.15,14.74,23.04,15.29,13.22
22.3,8.32,12.57,5.92,0.025,0.073,2.56,215.2,22.2,14.18,14.87,15.16,15.66,16.17,15.42,15.56,14.51,14.71,14.06,14.42,13.98
22.6,6.8,5.95,4.51,0.176,0.149,3.45,149.8,6.6,12.45,12.87,13.72,12.18,12.37,11.95,11.72,11.88,11.69,11.78,11.46,11.06
20.2,8.85,10.51,5.55,0.025,0.031,1.11,134.2,11.3,13.29,13.9,17.2,13.65,14.1,11.9,12.51,12.24,11.89,12.59,11.43,11.17
22.2,7.02,6.67,3.32,0.496,0.081,2.27,10338.1,7.3,13.08,14.18,15.46,13.36,12.56,11.93,12.43,12.15,12.26,16.24,11.96,11.2
17.2,7.6,9.72,1.01,0.025,0.024,2.16,298,24.6,14.71,18.32,20.76,20.98,19.01,17.91,17.28,22.37,16.83,20.48,16.53,15.48
16.1,7.95,9.55,0.76,0.025,0.027,2.26,267.8,7.9,14.44,17.58,21.46,21.22,18.07,17,15.63,21.16,14.86,12.05,15.52,14.2
17.6,7.68,8.76,1.17,0.025,0.043,1.9,188.9,14.4,14.78,17.04,21.94,20.16,18.46,13.79,13.96,13.47,12.95,12.59,11.48,11.17
16.6,7.74,9.99,0.83,0.049,0.04,2.31,280.7,15.2,14.28,15.64,18.27,14.46,13.6,11.89,12.06,12.02,12.22,13.28,12.07,11.56
19.6,7.12,7.96,3.99,0.048,0.113,2.56,171.4,33.7,13.77,12.36,12.9,12.09,15.77,14.78,13.67,11.53,14.83,15.42,14.73,14.85
20.9,6.77,5.18,4.22,0.692,0.161,4.16,239.8,5.7,14.3,14.88,16.14,14.51,14.18,12.6,12.56,12.15,12.13,11.92,11.5,11.05
22.2,6.84,4.52,4.34,0.239,0.125,3.39,1320.7,27.9,19.48,21.46,23.44,23.52,24.47,22.65,23.81,20.84,23.12,18.17,20.45,21
22.1,6.52,6.42,2.9,0.558,0.098,1.43,19631.7,17,21.07,20.6,21.92,20.68,24.89,23.77,23.52,18.96,23.39,20.08,21.64,19.5
17.4,7.95,9.65,1,0.025,0.043,2.32,275.8,12.5,15.06,15.96,18.5,15.21,14.4,12.54,12.57,12.18,12.15,11.77,11.38,11.02
16.9,7.79,9.78,0.95,0.025,0.033,2.21,277.7,62.9,17.71,17.27,20.74,19.2,22.74,29.19,31.4,22.16,31.39,24.56,24.77,20.04
17.1,7.71,9.59,0.97,0.026,0.034,2.19,286.4,24.9,15.16,15.74,18.58,14.68,13.89,13.3,13.11,12.29,12.53,13.6,13.13,12.32
19.6,7.84,9.35,1.32,0.068,0.052,2.26,282.3,24.4,15.53,15.3,17.91,14.81,13.83,12.17,12.18,11.88,11.79,11.98,11.28,10.95
18.7,7.92,10.79,2.16,0.025,0.04,1.85,222.5,5.7,15.58,15.18,16.51,14.36,14.43,13.53,13.51,13.24,13.04,16,12.37,11.46
18.3,7.82,9.84,2.43,0.184,0.061,2.4,251.3,8.4,17.02,17.12,17.82,15.53,15.27,14.18,13.94,13.49,13.42,13.18,11.83,11.26
17.7,7.85,9.67,1.56,0.09,0.02,2.27,274.6,7,16.06,14.69,16.64,15.14,16.07,14.58,14.55,15.26,15.3,18.35,18.04,16.83
19.1,7.71,8.64,2.45,0.111,0.074,2.71,2343.7,53.6,17.35,18.82,21.94,19.36,19.1,13.86,13.87,13.26,12.71,11.44,11.59,11.26
19,8.2,10.04,1.56,0.044,0.028,2.38,683.9,17.5,19.06,24.04,25.28,24.72,22.08,20.5,20.54,24.34,19.49,19.23,19.73,17.12
20.9,7.5,9.44,2.32,0.134,0.066,2.98,469.5,26.1,15.17,22.88,25.64,26.06,20.61,20.59,19.25,24.64,19.32,13.9,18.86,17.56
20.1,7.43,6.29,3.93,0.141,0.069,3.67,2452.1,51.5,15.33,16.32,18.84,15.93,16.14,13.32,13.24,12.81,12.51,12.1,11.51,11.36
20,7.45,8.28,2.31,0.165,0.039,2.96,224.3,17.6,16.06,16.16,19.74,17.49,18.66,15.08,14.98,13.76,14.01,15.86,12.6,12.2
18.4,7.38,7.2,1.79,0.146,0.054,2.48,289,10.8,14.94,15.84,17.78,15.54,15.78,13.51,13.52,12.87,12.73,13.24,13.16,12.43
